Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
Belgium,BEL,2018,543347000000.0,47549.20805
Benin,BEN,2018,14262407011.0,1241.825298
Burkina Faso,BFA,2018,15890065020.0,804.5005378
Bangladesh,BGD,2018,321379000000.0,1991.483267
Bulgaria,BGR,2018,66363422450.0,9446.700772
Bahrain,BHR,2018,37802005319.0,24086.30169
"Bahamas, The",BHS,2018,12755800000.0,33077.39183
Bosnia and Herzegovina,BIH,2018,20177422311.0,6070.35298
Belarus,BLR,2018,60031262269.0,6360.062473
Belize,BLZ,2018,1887465218.0,4927.194224
Bermuda,BMU,2018,7225977000.0,113050.7369
Bolivia,BOL,2018,40287647931.0,3548.59078
Brazil,BRA,2018,1916930000000.0,9151.381732
Barbados,BRB,2018,5097283213.0,17782.87473
Brunei Darussalam,BRN,2018,13567351175.0,31628.47626
Bhutan,BTN,2018,2446866405.0,3243.477437
Botswana,BWA,2018,16914245098.0,7503.878588
Central African Republic,CAF,2018,2220978978.0,475.9538139
Canada,CAN,2018,1725330000000.0,46548.63841
Central Europe and the Baltics,CEB,2018,1645460000000.0,16047.2797
Switzerland,CHE,2018,735539000000.0,86388.40495
Channel Islands,CHI,2018,,
Chile,CHL,2018,295403000000.0,15772.33348
China,CHN,2018,13894800000000.0,9905.342004
Cote d'Ivoire,CIV,2018,58011466451.0,2314.050958
Cameroon,CMR,2018,39973839065.0,1585.240534
"Congo, Dem. Rep.",COD,2018,47568210068.0,565.8295429
"Congo, Rep.",COG,2018,13670038020.0,2606.615526
Colombia,COL,2018,334198000000.0,6729.583332
Comoros,COM,2018,1188797575.0,1428.290463
Cabo Verde,CPV,2018,1966501118.0,3616.460666
Costa Rica,CRI,2018,62420165100.0,12485.4239
Caribbean small states,CSS,2018,75431169088.0,10250.29173
Cuba,CUB,2018,100050000000.0,8824.194008
Curacao,CUW,2018,3020388817.0,18956.09791
Cayman Islands,CYM,2018,5530377593.0,86180.53969
Cyprus,CYP,2018,25522671233.0,29334.11133
Czech Republic,CZE,2018,248950000000.0,23419.73561
Germany,DEU,2018,3977290000000.0,47973.60762
Djibouti,DJI,2018,2913466732.0,3038.269738
Dominica,DMA,2018,554770370.4,7745.376963
Denmark,DNK,2018,356841000000.0,61591.92887
Dominican Republic,DOM,2018,85555378043.0,8050.644076
Algeria,DZA,2018,174911000000.0,4142.018558
East Asia & Pacific (excluding high income),EAP,2018,16639000000000.0,7954.762525
Early-demographic dividend,EAR,2018,11401100000000.0,3509.754222
East Asia & Pacific,EAS,2018,26481000000000.0,11324.00488
Europe & Central Asia (excluding high income),ECA,2018,3182530000000.0,8008.257108
Europe & Central Asia,ECS,2018,23224100000000.0,25297.67986
Ecuador,ECU,2018,107562000000.0,6295.934662
"Egypt, Arab Rep.",EGY,2018,249713000000.0,2537.125185
Euro area,EMU,2018,13699400000000.0,40059.18248
Eritrea,ERI,2018,,
Spain,ESP,2018,1420990000000.0,30364.57994
Estonia,EST,2018,30489500905.0,23063.56382
Ethiopia,ETH,2018,84269348327.0,771.5248663
European Union,EUU,2018,15978700000000.0,35753.36685
Fragile and conflict affected situations,FCS,2018,1603270000000.0,1742.490898
Finland,FIN,2018,275715000000.0,49988.91085
Fiji,FJI,2018,5581371850.0,6317.413723
France,FRA,2018,2790960000000.0,41592.7959
Faroe Islands,FRO,2018,3180074747.0,65572.60753
"Micronesia, Fed. Sts.",FSM,2018,401932300.0,3568.291016
Gabon,GAB,2018,16867325127.0,7959.007267
United Kingdom,GBR,2018,2900790000000.0,43646.95197
Georgia,GEO,2018,17596922470.0,4722.042423
Ghana,GHA,2018,67299280680.0,2260.860567
Gibraltar,GIB,2018,,
Guinea,GIN,2018,11857030337.0,955.1112811
"Gambia, The",GMB,2018,1670670669.0,732.7207273
Guinea-Bissau,GNB,2018,1504630121.0,802.7673851
Equatorial Guinea,GNQ,2018,13097011208.0,10005.61604
Greece,GRC,2018,212049000000.0,19756.99046
Grenada,GRD,2018,1166523556.0,10466.88221
Greenland,GRL,2018,3055791341.0,54545.29998
Guatemala,GTM,2018,73208583759.0,4478.424646
Guam,GUM,2018,6060000000.0,36556.67491
Guyana,GUY,2018,4787636237.0,6145.819277
High income,HIC,2018,54815600000000.0,44571.43358
"Hong Kong SAR, China",HKG,2018,361731000000.0,48537.56689
Honduras,HND,2018,24067778954.0,2510.322943
Heavily indebted poor countries (HIPC),HPC,2018,770227000000.0,987.1739045
Croatia,HRV,2018,62247874949.0,15227.5601
Haiti,HTI,2018,16455034353.0,1479.345827
Hungary,HUN,2018,160587000000.0,16427.37276
IBRD only,IBD,2018,30580300000000.0,6387.748819
IDA & IBRD total,IBT,2018,32816700000000.0,5110.911271
IDA total,IDA,2018,2236770000000.0,1369.260457
IDA blend,IDB,2018,1007830000000.0,1835.321807
Indonesia,IDN,2018,1042270000000.0,3893.859578
IDA only,IDX,2018,1228940000000.0,1133.259641
Isle of Man,IMN,2018,7491969313.0,89112.66772
India,IND,2018,2702930000000.0,1998.259076
Not classified,INX,2018,,
Ireland,IRL,2018,385042000000.0,79107.60499
"Iran, Islamic Rep.",IRN,2018,330992000000.0,4046.341864
Iraq,IRQ,2018,227367000000.0,5915.850854
Iceland,ISL,2018,26267063758.0,74469.80406
Israel,ISR,2018,373641000000.0,42063.45313
Italy,ITA,2018,2091930000000.0,34622.16967
Jamaica,JAM,2018,15730793853.0,5359.993789
Jordan,JOR,2018,42932112676.0,4308.151074
Japan,JPN,2018,5037840000000.0,39727.1166
Kazakhstan,KAZ,2018,179340000000.0,9812.626371
Kenya,KEN,2018,92202956321.0,1794.091175
Kyrgyz Republic,KGZ,2018,8271108638.0,1308.140165
Cambodia,KHM,2018,24571753583.0,1512.126989
Kiribati,KIR,2018,196230573.8,1693.950155
St. Kitts and Nevis,KNA,2018,1078505889.0,20567.25826
"Korea, Rep.",KOR,2018,1724850000000.0,33436.92306
Kuwait,KWT,2018,138182000000.0,33399.06048
Latin America & Caribbean (excluding high income),LAC,2018,4840910000000.0,8357.124704
Lao PDR,LAO,2018,18141651381.0,2569.093892
Lebanon,LBN,2018,54901519156.0,8003.827612
Liberia,LBR,2018,3422754800.0,710.2659984
Libya,LBY,2018,76684175824.0,11482.13364
St. Lucia,LCA,2018,2065127263.0,11353.71523
Latin America & Caribbean,LCN,2018,5701840000000.0,8902.399152
Least developed countries: UN classification,LDC,2018,1087620000000.0,1077.493342
Low income,LIC,2018,453568000000.0,699.4114352
Liechtenstein,LIE,2018,6692504346.0,176499.4026
Sri Lanka,LKA,2018,87963042341.0,4059.20823
Lower middle income,LMC,2018,7541060000000.0,2335.303125
Low & middle income,LMY,2018,31299300000000.0,4933.697969
Lesotho,LSO,2018,2514146888.0,1192.48432
Late-demographic dividend,LTE,2018,22593000000000.0,9832.141379
Lithuania,LTU,2018,53750911866.0,19186.18128
Luxembourg,LUX,2018,71285019397.0,117254.7404
Latvia,LVA,2018,34429023435.0,17865.03109
"Macao SAR, China",MAC,2018,55284360483.0,87526.07999
St. Martin (French part),MAF,2018,,
Morocco,MAR,2018,118096000000.0,3226.98291
Monaco,MCO,2018,7194024563.0,185978.6093
Moldova,MDA,2018,11457443185.0,4230.626969
Madagascar,MDG,2018,13614412551.0,518.401123
Maldives,MDV,2018,5300962660.0,10279.07998
Middle East & North Africa,MEA,2018,3459090000000.0,7704.420769
Mexico,MEX,2018,1222410000000.0,9686.984927
Marshall Islands,MHL,2018,221588900.0,3793.550983
Middle income,MIC,2018,30844600000000.0,5415.611006
North Macedonia,MKD,2018,12683070061.0,6108.740108
Mali,MLI,2018,17070867578.0,894.8048435
Malta,MLT,2018,15301279478.0,31573.11656
Myanmar,MMR,2018,67144725831.0,1250.173685
Middle East & North Africa (excluding high income),MNA,2018,1380520000000.0,3604.925763
Montenegro,MNE,2018,5506944403.0,8850.378404
Mongolia,MNG,2018,13178094459.0,4156.84697
Northern Mariana Islands,MNP,2018,1302000000.0,22886.67405
Mozambique,MOZ,2018,14845400593.0,503.3020092
Mauritania,MRT,2018,7352533586.0,1669.773476
Mauritius,MUS,2018,14181951059.0,11208.34382
Malawi,MWI,2018,9880676219.0,544.5934593
Malaysia,MYS,2018,358792000000.0,11380.07922
North America,NAC,2018,22259700000000.0,61158.56356
Namibia,NAM,2018,13682062249.0,5588.392864
New Caledonia,NCL,2018,9846922416.0,36382.49553
Niger,NER,2018,12808660528.0,570.723922
Nigeria,NGA,2018,397190000000.0,2027.778549
Nicaragua,NIC,2018,13025239912.0,2014.575189
Netherlands,NLD,2018,914043000000.0,53044.53244
Norway,NOR,2018,437000000000.0,82267.80932
Nepal,NPL,2018,33111525872.0,1178.525957
Nauru,NRU,2018,124021393.7,11614.66508
New Zealand,NZL,2018,211953000000.0,43250.44097
OECD members,OED,2018,53389600000000.0,39306.7924
Oman,OMN,2018,91505851756.0,18947.3665
Other small states,OSS,2018,441995000000.0,14368.92697
Pakistan,PAK,2018,356128000000.0,1678.04315
Panama,PAN,2018,64929409200.0,15544.99908
Peru,PER,2018,222597000000.0,6958.497262
Philippines,PHL,2018,346842000000.0,3252.110274
Palau,PLW,2018,284700000.0,15895.2599
Papua New Guinea,PNG,2018,24109509853.0,2801.371393
Poland,POL,2018,587412000000.0,15468.48222
Pre-demographic dividend,PRE,2018,1322710000000.0,1438.529516
Puerto Rico,PRI,2018,100925000000.0,31604.70151
"Korea, Dem. People's Rep.",PRK,2018,,
Portugal,PRT,2018,242313000000.0,23562.55452
Paraguay,PRY,2018,40225448341.0,5782.78455
West Bank and Gaza,PSE,2018,16276600000.0,3562.330943
Pacific island small states,PSS,2018,10657544778.0,4340.564704
Post-demographic dividend,PST,2018,50409600000000.0,45413.55092
French Polynesia,PYF,2018,6135117589.0,22094.75746
Qatar,QAT,2018,183335000000.0,65907.94843
Romania,ROU,2018,241457000000.0,12398.98198
Russian Federation,RUS,2018,1657330000000.0,11287.36035
Rwanda,RWA,2018,9642440646.0,783.8127901
South Asia,SAS,2018,3527310000000.0,1944.006635
Saudi Arabia,SAU,2018,816579000000.0,24228.83904
Sudan,SDN,2018,32333780383.0,773.5070801
Senegal,SEN,2018,23116897847.0,1458.081584
Singapore,SGP,2018,376998000000.0,66859.33834
Solomon Islands,SLB,2018,1574622018.0,2411.897904
Sierra Leone,SLE,2018,4085114794.0,533.9915333
El Salvador,SLV,2018,26020850000.0,4052.624775
San Marino,SMR,2018,1655300897.0,48996.59299
Somalia,SOM,2018,5850677296.0,389.8313955
Serbia,SRB,2018,50640650221.0,7252.401858
Sub-Saharan Africa (excluding high income),SSA,2018,1731080000000.0,1605.490023
South Sudan,SSD,2018,,
Sub-Saharan Africa,SSF,2018,1732710000000.0,1606.863419
Small states,SST,2018,528084000000.0,13015.08585
Sao Tome and Principe,STP,2018,412253809.7,1953.513257
Suriname,SUR,2018,3996247906.0,6938.086981
Slovak Republic,SVK,2018,105613000000.0,19389.98216
Slovenia,SVN,2018,54163591695.0,26116.85636
Sweden,SWE,2018,555455000000.0,54589.06039
Eswatini,SWZ,2018,4666784618.0,4107.094431
Sint Maarten (Dutch part),SXM,2018,1185474860.0,28988.25921
Seychelles,SYC,2018,1636310049.0,16910.66792
Syrian Arab Republic,SYR,2018,21445775364.0,1265.60619
Turks and Caicos Islands,TCA,2018,1113178000.0,29553.1367
Chad,TCD,2018,11239167048.0,726.1510071
East Asia & Pacific (IDA & IBRD countries),TEA,2018,16617600000000.0,8042.948352
Europe & Central Asia (IDA & IBRD countries),TEC,2018,4073650000000.0,8876.157251
Togo,TGO,2018,7112200725.0,901.5230169
Thailand,THA,2018,506755000000.0,7298.947146
Tajikistan,TJK,2018,7765014424.0,853.2188734
Turkmenistan,TKM,2018,40765428571.0,6967.375043
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,5460180000000.0,8740.515234
Timor-Leste,TLS,2018,1583876200.0,1249.138351
Middle East & North Africa (IDA & IBRD countries),TMN,2018,1364250000000.0,3605.440104
Tonga,TON,2018,489235527.4,4740.700272
South Asia (IDA & IBRD),TSA,2018,3527310000000.0,1944.006635
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,1732710000000.0,1606.863419
Trinidad and Tobago,TTO,2018,23820742957.0,17139.18567
Tunisia,TUN,2018,42685972269.0,3690.896932
Turkiye,TUR,2018,778472000000.0,9454.348443
Tuvalu,TUV,2018,47818290.5,4156.305128
Tanzania,TZA,2018,57003713611.0,1042.838745
Uganda,UGA,2018,32927025573.0,770.6007843
Ukraine,UKR,2018,130891000000.0,3096.561768
Upper middle income,UMC,2018,23303500000000.0,9448.634854
Uruguay,URY,2018,64515038268.0,18703.86029
United States,USA,2018,20527200000000.0,62805.25376
Uzbekistan,UZB,2018,52633143808.0,1597.068337
St. Vincent and the Grenadines,VCT,2018,884328180.5,8024.028496
"Venezuela, RB",VEN,2018,,
British Virgin Islands,VGB,2018,,
Virgin Islands (U.S.),VIR,2018,3922000000.0,36653.86305
Vietnam,VNM,2018,308702000000.0,3230.927713
Vanuatu,VUT,2018,914736985.4,3125.436014
World,WLD,2018,86413000000000.0,11366.07367
Samoa,WSM,2018,821286938.9,4187.504787
Kosovo,XKX,2018,7878508503.0,4384.048892
"Yemen, Rep.",YEM,2018,21606161066.0,758.1459489
South Africa,ZAF,2018,404842000000.0,7005.095413
Zambia,ZMB,2018,26311590297.0,1516.368371
Zimbabwe,ZWE,2018,18115543791.0,1254.642265
Aruba,ABW,2019,3310055866.0,31135.88436
Africa Eastern and Southern,AFE,2019,997534000000.0,1511.309259
Afghanistan,AFG,2019,18799450743.0,494.1793499
Africa Western and Central,AFW,2019,794543000000.0,1777.852822
Angola,AGO,2019,69309104807.0,2177.799015
Albania,ALB,2019,15401830754.0,5396.215864
Andorra,AND,2019,3155149348.0,40898.41791
Arab World,ARB,2019,2808100000000.0,6562.969998
United Arab Emirates,ARE,2019,417216000000.0,42701.44305
Argentina,ARG,2019,452818000000.0,10076.35524
Armenia,ARM,2019,13619291361.0,4604.646324
American Samoa,ASM,2019,648000000.0,11715.36014
Antigua and Barbuda,ATG,2019,1687533333.0,17376.64968
Australia,AUS,2019,1391950000000.0,54875.28596
Austria,AUT,2019,445012000000.0,50114.40111
Azerbaijan,AZE,2019,48174235294.0,4805.753718
Burundi,BDI,2019,2581268126.0,223.8628757
Belgium,BEL,2019,535376000000.0,46599.11134
Benin,BEN,2019,14391686633.0,1219.515506
Burkina Faso,BFA,2019,16178162030.0,796.1152068
Bangladesh,BGD,2019,351238000000.0,2154.226819
Bulgaria,BGR,2019,68915416142.0,9879.268533
Bahrain,BHR,2019,38653318085.0,23552.37995
"Bahamas, The",BHS,2019,13192800000.0,33872.33431
Bosnia and Herzegovina,BIH,2019,20201323283.0,6119.762351
Belarus,BLR,2019,64409647194.0,6837.717826
Belize,BLZ,2019,1945250236.0,4983.336114
Bermuda,BMU,2019,7423465000.0,116153.1661
Bolivia,BOL,2019,40895322851.0,3552.068144
Brazil,BRA,2019,1873290000000.0,8876.059836
Barbados,BRB,2019,5304164323.0,18480.05659
Brunei Darussalam,BRN,2019,13469422959.0,31085.96193
Bhutan,BTN,2019,2535657069.0,3322.863329
Botswana,BWA,2019,16695925027.0,7247.429476
Central African Republic,CAF,2019,2221301401.0,468.1175148
Canada,CAN,2019,1742020000000.0,46328.67184
Central Europe and the Baltics,CEB,2019,1673860000000.0,16346.56181
Switzerland,CHE,2019,731767000000.0,85334.51946
Channel Islands,CHI,2019,,
Chile,CHL,2019,278585000000.0,14699.46278
China,CHN,2019,14279900000000.0,10143.8382
Cote d'Ivoire,CIV,2019,58539424930.0,2276.332394
Cameroon,CMR,2019,39670977333.0,1533.095688
"Congo, Dem. Rep.",COD,2019,51775830726.0,596.5605701
"Congo, Rep.",COG,2019,12750338736.0,2369.729441
Colombia,COL,2019,323110000000.0,6418.615783
Comoros,COM,2019,1195019559.0,1404.433187
Cabo Verde,CPV,2019,1981845741.0,3603.775241
Costa Rica,CRI,2019,64417670083.0,12762.13801
Caribbean small states,CSS,2019,77023818121.0,10406.67071
Cuba,CUB,2019,103428000000.0,9125.878679
Curacao,CUW,2019,2995185487.0,19024.17723
Cayman Islands,CYM,2019,5943589096.0,91513.04267
Cyprus,CYP,2019,25758357775.0,29206.07617
Czech Republic,CZE,2019,252498000000.0,23660.14881
Germany,DEU,2019,3888330000000.0,46794.89929
Djibouti,DJI,2019,3088853639.0,3172.750685
Dominica,DMA,2019,611537037.0,8516.280039
Denmark,DNK,2019,347561000000.0,59775.7351
Dominican Republic,DOM,2019,88941299734.0,8282.117131
Algeria,DZA,2019,171767000000.0,3989.668276
East Asia & Pacific (excluding high income),EAP,2019,17203900000000.0,8177.838
Early-demographic dividend,EAR,2019,11643800000000.0,3538.833413
East Asia & Pacific,EAS,2019,27024100000000.0,11494.09153
Europe & Central Asia (excluding high income),ECA,2019,3249710000000.0,8136.751834
Europe & Central Asia,ECS,2019,22941600000000.0,24914.60337
Ecuador,ECU,2019,108108000000.0,6222.524653
"Egypt, Arab Rep.",EGY,2019,303081000000.0,3019.092283
Euro area,EMU,2019,13416100000000.0,39195.77483
Eritrea,ERI,2019,,
Spain,ESP,2019,1393050000000.0,29554.49052
Estonia,EST,2019,31045591753.0,23397.87826
Ethiopia,ETH,2019,95912590628.0,855.7608852
European Union,EUU,2019,15691900000000.0,35089.28279
Fragile and conflict affected situations,FCS,2019,1689420000000.0,1797.209467
Finland,FIN,2019,268508000000.0,48628.64176
Fiji,FJI,2019,5496264766.0,6175.890653
France,FRA,2019,2728870000000.0,40578.64429
Faroe Islands,FRO,2019,3268839776.0,67153.68194
"Micronesia, Fed. Sts.",FSM,2019,412479413.4,3624.249092
Gabon,GAB,2019,16874405840.0,7766.996554
United Kingdom,GBR,2019,2878670000000.0,43070.49836
Georgia,GEO,2019,17470436259.0,4696.150586
Ghana,GHA,2019,68337537816.0,2246.625578
Gibraltar,GIB,2019,,
Guinea,GIN,2019,13442861444.0,1052.588091
"Gambia, The",GMB,2019,1813608280.0,772.5055883
Guinea-Bissau,GNB,2019,1439638443.0,749.453747
Equatorial Guinea,GNQ,2019,11364134109.0,8380.741122
Greece,GRC,2019,205144000000.0,19133.75776
Grenada,GRD,2019,1213485185.0,10834.49568
Greenland,GRL,2019,2994332324.0,53256.24409
Guatemala,GTM,2019,77020015201.0,4638.634943
Guam,GUM,2019,6364000000.0,38040.58699
Guyana,GUY,2019,5173760192.0,6609.51128
High income,HIC,2019,55289200000000.0,44774.77502
"Hong Kong SAR, China",HKG,2019,363052000000.0,48356.0635
Honduras,HND,2019,25089976947.0,2574.356751
Heavily indebted poor countries (HIPC),HPC,2019,797618000000.0,994.8982809
Croatia,HRV,2019,62246206341.0,15311.7669
Haiti,HTI,2019,14785839383.0,1312.770636
Hungary,HUN,2019,163526000000.0,16735.65978
IBRD only,IBD,2019,31244200000000.0,6473.782551
IDA & IBRD total,IBT,2019,33581700000000.0,5168.837517
IDA total,IDA,2019,2337490000000.0,1399.11567
IDA blend,IDB,2019,1040150000000.0,1852.219116
Indonesia,IDN,2019,1119100000000.0,4135.233344
IDA only,IDX,2019,1297340000000.0,1169.69953
Isle of Man,IMN,2019,7315388052.0,86481.55259
India,IND,2019,2831550000000.0,2072.244897
Not classified,INX,2019,,
Ireland,IRL,2019,399122000000.0,80886.61574
"Iran, Islamic Rep.",IRN,2019,291363000000.0,3514.042168
Iraq,IRQ,2019,233636000000.0,5943.458455
Iceland,ISL,2019,24857740445.0,68941.46223
Israel,ISR,2019,397935000000.0,43951.24773
Italy,ITA,2019,2011290000000.0,33673.47545
Jamaica,JAM,2019,15830768550.0,5369.498371
Jordan,JOR,2019,44502895915.0,4405.487109
Japan,JPN,2019,5123320000000.0,40458.00188
Kazakhstan,KAZ,2019,181667000000.0,9812.595808
Kenya,KEN,2019,100380000000.0,1909.304537
Kyrgyz Republic,KGZ,2019,8871026074.0,1374.032105
Cambodia,KHM,2019,27089389787.0,1643.121389
Kiribati,KIR,2019,177935349.3,1512.95277
St. Kitts and Nevis,KNA,2019,1164877852.0,22047.88303
"Korea, Rep.",KOR,2019,1651420000000.0,31902.4169
Kuwait,KWT,2019,136197000000.0,32373.25111
Latin America & Caribbean (excluding high income),LAC,2019,4778840000000.0,8165.360565
Lao PDR,LAO,2019,18740559554.0,2613.944427
Lebanon,LBN,2019,51605959131.0,7527.44306
Liberia,LBR,2019,3319596500.0,672.3404992
Libya,LBY,2019,69252306372.0,10218.04303
St. Lucia,LCA,2019,2118791548.0,11591.08044
Latin America & Caribbean,LCN,2019,5623610000000.0,8699.460717
Least developed countries: UN classification,LDC,2019,1142300000000.0,1105.717065
Low income,LIC,2019,479643000000.0,720.474279
Liechtenstein,LIE,2019,6427248943.0,169049.1569
Sri Lanka,LKA,2019,83902574443.0,3848.212376
Lower middle income,LMC,2019,7894760000000.0,2411.334922
Low & middle income,LMY,2019,32061300000000.0,4993.619381
Lesotho,LSO,2019,2451257579.0,1153.388058
Late-demographic dividend,LTE,2019,23026400000000.0,9974.505915
Lithuania,LTU,2019,54697379017.0,19575.76848
Luxembourg,LUX,2019,70195715496.0,113218.7133
Latvia,LVA,2019,34308783825.0,17926.84159
"Macao SAR, China",MAC,2019,55204758070.0,86197.36569
St. Martin (French part),MAF,2019,,
Morocco,MAR,2019,119870000000.0,3235.000732
Monaco,MCO,2019,7383745662.0,189487.1471
Moldova,MDA,2019,11971345003.0,4492.10574
Madagascar,MDG,2019,14191911512.0,526.2245722
Maldives,MDV,2019,5607762625.0,10561.61351
Middle East & North Africa,MEA,2019,3465220000000.0,7587.355596
Mexico,MEX,2019,1269400000000.0,9950.217622
Marshall Islands,MHL,2019,239462200.0,4073.10983
Middle income,MIC,2019,31581100000000.0,5487.844058
North Macedonia,MKD,2019,12606338449.0,6070.388054
Mali,MLI,2019,17280250805.0,879.0431675
Malta,MLT,2019,15719500921.0,31185.64962
Myanmar,MMR,2019,68697759361.0,1271.111536
Middle East & North Africa (excluding high income),MNA,2019,1391980000000.0,3574.162674
Montenegro,MNE,2019,5542201151.0,8909.890151
Mongolia,MNG,2019,14206359007.0,4404.84583
Northern Mariana Islands,MNP,2019,1182000000.0,20659.64029
Mozambique,MOZ,2019,15390031040.0,506.8171391
Mauritania,MRT,2019,7889655284.0,1743.301317
Mauritius,MUS,2019,14045808843.0,11097.16898
Malawi,MWI,2019,11025370769.0,591.8470837
Malaysia,MYS,2019,365276000000.0,11432.82603
North America,NAC,2019,23122000000000.0,63175.74013
Namibia,NAM,2019,12543203411.0,5028.295342
New Caledonia,NCL,2019,9438130987.0,34788.54031
Niger,NER,2019,12916455161.0,554.0993893
Nigeria,NGA,2019,448120000000.0,2229.858652
Nicaragua,NIC,2019,12596636042.0,1924.471816
Netherlands,NLD,2019,910194000000.0,52476.27325
Norway,NOR,2019,404941000000.0,75719.7529
Nepal,NPL,2019,34186190996.0,1194.957236
Nauru,NRU,2019,118724073.8,11029.73558
New Zealand,NZL,2019,213435000000.0,42865.23364
OECD members,OED,2019,53898700000000.0,39478.31197
Oman,OMN,2019,88060858257.0,17700.70349
Other small states,OSS,2019,432763000000.0,13799.29553
Pakistan,PAK,2019,320909000000.0,1481.813864
Panama,PAN,2019,66984427200.0,15774.25495
Peru,PER,2019,228323000000.0,7023.077526
Philippines,PHL,2019,376823000000.0,3485.340844
Palau,PLW,2019,274200000.0,15232.48708
Papua New Guinea,PNG,2019,24751344561.0,2820.306397
Poland,POL,2019,597281000000.0,15732.20313
Pre-demographic dividend,PRE,2019,1393570000000.0,1474.823822
Puerto Rico,PRI,2019,104915000000.0,32850.54861
"Korea, Dem. People's Rep.",PRK,2019,,
Portugal,PRT,2019,239987000000.0,23330.81729
Paraguay,PRY,2019,37925338329.0,5383.574422
West Bank and Gaza,PSE,2019,17133500000.0,3656.858271
Pacific island small states,PSS,2019,10644265612.0,4271.583766
Post-demographic dividend,PST,2019,50901900000000.0,45728.10123
French Polynesia,PYF,2019,6008055248.0,21512.2733
Qatar,QAT,2019,175838000000.0,62087.97413
Romania,ROU,2019,249882000000.0,12899.34611
Russian Federation,RUS,2019,1693110000000.0,11536.25098
Rwanda,RWA,2019,10356327149.0,820.1772393
South Asia,SAS,2019,3648730000000.0,1987.56834
Saudi Arabia,SAU,2019,803616000000.0,23450.56202
Sudan,SDN,2019,32338079165.0,755.3289795
Senegal,SEN,2019,23398811424.0,1435.830367
Singapore,SGP,2019,375473000000.0,65831.18943
Solomon Islands,SLB,2019,1570093229.0,2344.048976
Sierra Leone,SLE,2019,4076578543.0,521.7548367
El Salvador,SLV,2019,26896660000.0,4167.730939
San Marino,SMR,2019,1616231696.0,47727.13489
Somalia,SOM,2019,6476674592.0,419.3948077
Serbia,SRB,2019,51514222382.0,7417.203649
Sub-Saharan Africa (excluding high income),SSA,2019,1790390000000.0,1617.541932
South Sudan,SSD,2019,,
Sub-Saharan Africa,SSF,2019,1792080000000.0,1618.920771
Small states,SST,2019,520431000000.0,12615.13255
Sao Tome and Principe,STP,2019,427425039.7,1987.579702
Suriname,SUR,2019,3984483762.0,6853.693411
Slovak Republic,SVK,2019,105284000000.0,19303.54566
Slovenia,SVN,2019,54178877606.0,25942.95477
Sweden,SWE,2019,533880000000.0,51939.42974
Eswatini,SWZ,2019,4466066557.0,3889.851226
Sint Maarten (Dutch part),SXM,2019,,
Seychelles,SYC,2019,1684228529.0,17252.02078
Syrian Arab Republic,SYR,2019,,
Turks and Caicos Islands,TCA,2019,1197415000.0,31350.86663
Chad,TCD,2019,11314951343.0,709.5400432
East Asia & Pacific (IDA & IBRD countries),TEA,2019,17181800000000.0,8268.375718
Europe & Central Asia (IDA & IBRD countries),TEC,2019,4159110000000.0,9026.080646
Togo,TGO,2019,7220395248.0,893.3524541
Thailand,THA,2019,544081000000.0,7814.384431
Tajikistan,TJK,2019,8300784857.0,890.5444024
Turkmenistan,TKM,2019,45231428571.0,7612.03518
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,5372620000000.0,8519.254425
Timor-Leste,TLS,2019,2047931700.0,1583.713576
Middle East & North Africa (IDA & IBRD countries),TMN,2019,1374850000000.0,3573.155702
Tonga,TON,2019,512350059.4,4903.012138
South Asia (IDA & IBRD),TSA,2019,3648730000000.0,1987.56834
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,1792080000000.0,1618.920771
Trinidad and Tobago,TTO,2019,23886216403.0,17123.11629
Tunisia,TUN,2019,41772900763.0,3571.945048
Turkiye,TUR,2019,761004000000.0,9121.515167
Tuvalu,TUV,2019,54223149.11,4652.350846
Tanzania,TZA,2019,61136873692.0,1085.884888
Uganda,UGA,2019,35353060634.0,798.5857341
Ukraine,UKR,2019,153883000000.0,3661.456299
Upper middle income,UMC,2019,23686300000000.0,9548.200238
Uruguay,URY,2019,61231149881.0,17688.01501
United States,USA,2019,21372600000000.0,65094.79943
Uzbekistan,UZB,2019,59907674027.0,1784.009816
St. Vincent and the Grenadines,VCT,2019,910149698.9,8229.722486
"Venezuela, RB",VEN,2019,,
British Virgin Islands,VGB,2019,,
Virgin Islands (U.S.),VIR,2019,4117000000.0,38596.03071
Vietnam,VNM,2019,330391000000.0,3425.089253
Vanuatu,VUT,2019,936526267.6,3122.982599
World,WLD,2019,87652900000000.0,11407.47933
Samoa,WSM,2019,852007104.7,4322.868416
Kosovo,XKX,2019,7899879086.0,4416.108358
"Yemen, Rep.",YEM,2019,21887614217.0,750.5545834
South Africa,ZAF,2019,387935000000.0,6624.761865
Zambia,ZMB,2019,23308667781.0,1305.001031
Zimbabwe,ZWE,2019,19284289739.0,1316.740657
Aruba,ABW,2020,2496648045.0,23384.29879
Africa Eastern and Southern,AFE,2020,921646000000.0,1360.878645
Afghanistan,AFG,2020,20116137326.0,516.7478708
Africa Western and Central,AFW,2020,784446000000.0,1709.764129
